span_id,code,definition,libelle,cos_rr_ln,gliner_score,bin,vote_opus,vote_fable_v2,vote_fable_v3,n_yes,label
413,N40,Hyperplasie de la prostate,hypertrophie bénigne de la prostate symptomatique,0.84907,0.6233,,1,1,1,3,1
414,N40,Hyperplasie de la prostate,hypertrophie bénigne de la prostate,0.89604,0.5505,,1,1,1,3,1
415,N433,"Hydrocèle, sans précision",hydrocèle,0.9223,0.1638,,1,1,1,3,1
416,N47,"Hypertrophie du prépuce, phimosis et paraphimosis",phimosis serré congénital,0.581779,0.505,,1,1,1,3,1
417,N47,"Hypertrophie du prépuce, phimosis et paraphimosis",Prépuce hypertrophié,0.602713,0.0929,,1,1,1,3,1
418,N47,"Hypertrophie du prépuce, phimosis et paraphimosis",Phimosis serré avec prépuce hypertrophié et adhérences post-inflammatoires,0.632079,0.4578,,1,1,1,3,1
419,N481,Balano-posthite,"balanoposthite récidivante, résistante aux traitements locaux",0.611457,0.5836,,1,1,1,3,1
420,N488,Autres affections précisées de la verge,atrophie des corps caverneux de la verge,0.591363,0.5903,,1,1,1,3,1
421,Q532,Cryptorchidie bilatérale,cryptorchidie bilatérale par abord inguinal direct,0.570008,0.5021,,1,1,1,3,1
422,Q681,Anomalie morphologique congénitale de la main,malformation congénitale de la main droite caractér,0.714525,0.394,,1,1,1,3,1
423,Q742,"Autres malformations congénitales d'un (des) membre(s) inférieur(s), y compris la ceinture pelvienne",malformation congénitale,0.143079,0.1506,,1,1,1,3,1
424,R104,"Douleurs abdominales, autres et non précisées","douleurs abdominales diffuses, prédominant en fosse iliaque droite",0.524565,0.5462,,1,1,1,3,1
425,R5218,"Douleurs chroniques irréductibles, autres et non précisées","douleurs, décrites comme permanentes et invalidantes",0.675799,0.1725,,1,1,1,3,1
426,R590,Adénopathies localisées,adénopathies médiastinales localisées,0.676018,0.5867,,1,1,1,3,1
427,R861,Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : taux d'hormones,taux hormonal perturbé,0.659006,0.4018,,1,1,1,3,1
428,S3200,Fracture fermée d'une vertèbre lombaire,fracture traumatique fermée d'une vertèbre lombaire,0.951809,0.6052,,1,1,1,3,1
429,S4200,Fracture fermée de la clavicule,fracture fermée de la clavicule gauche à foyer ouvert,0.508035,0.4587,,1,1,1,3,1
430,S4220,Fracture fermée de l'extrémité supérieure de l'humérus,fracture fermée de l’extrémité proximale de l’humérus,0.493713,0.3065,,1,1,1,3,1
431,S4230,Fracture fermée de la diaphyse de l'humérus,fracture fermée de la diaphyse humérale droite,0.937737,0.55,,1,1,1,3,1
432,S431,Luxation de l'articulation acromio-claviculaire,luxation acromio-claviculaire droit,0.907109,0.5117,,1,1,1,3,1
433,S431,Luxation de l'articulation acromio-claviculaire,luxation acromio-claviculaire droit,0.907109,0.5934,,1,1,1,3,1
434,S462,Lésion traumatique de muscles et de tendons d'autres parties du biceps,muscle biceps présent,0.601553,0.0962,,1,0,0,1,0
435,S5200,Fracture fermée de la partie supérieure du cubitus,fracture fermée de la partie proximale de l'ulna gauche,0.565121,0.4921,,1,1,1,3,1
436,S5210,Fracture fermée de l'extrémité supérieure du radius,fracture de l'extrémité proximale du radius à foyer fermé,0.869917,0.4857,,1,1,1,3,1
437,S5230,Fracture fermée de la diaphyse du radius,fracture fermée de la diaphyse radiale droite,0.936359,0.5381,,1,1,1,3,1
438,S5240,"Fracture fermée des deux diaphyses, cubitale et radiale",fracture fermée des diaphyses cubitale et radiale droite,0.928255,0.6253,,1,1,1,3,1
439,S5250,Fracture fermée de l'extrémité inférieure du radius,fracture fermée de l’extrémité inférieure du radius droit,0.805558,0.4493,,1,1,1,3,1
440,S5250,Fracture fermée de l'extrémité inférieure du radius,fracture fermée de l'extrémité inférieure du radius droit,0.973835,0.4938,,1,1,1,3,1
441,S5250,Fracture fermée de l'extrémité inférieure du radius,fracture fermée de l'extrémité distale du radius droit,0.94292,0.5238,,1,1,1,3,1
442,S5250,Fracture fermée de l'extrémité inférieure du radius,fracture fermée de l’extrémité distale du radius gauche,0.773764,0.5876,,1,1,1,3,1
443,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie,0.359126,0.0704,,1,1,1,3,1
444,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie ouverte du majeur droit sans atteinte unguéale,0.489875,0.5885,,1,1,1,3,1
445,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie digitale éta,0.407507,0.0735,,1,1,1,3,1
446,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie ouverte du majeur droit sans atteinte unguéale,0.489875,0.5535,,1,1,1,3,1
447,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie de l'appareil extenseur d'un doigt,0.589845,0.2145,,1,1,1,3,1
448,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,plaie initiale était franche,0.168111,0.1322,,1,1,1,3,1
449,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,plaie a été explorée,0.236981,0.0946,,1,1,1,3,1
450,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,"plaie initiale, située en zone sous-unguéale",0.322453,0.1231,,1,1,1,3,1
451,S617,Plaies ouvertes multiples du poignet et de la main,plaies délabrantes multiples de la main et du poignet gauche,0.798524,0.3846,,1,1,1,3,1
452,S618,Plaie ouverte d'autres parties du poignet et de la main,plaie ouverte de la face palmaire du poignet droit,0.703984,0.5934,,1,1,1,3,1
453,S618,Plaie ouverte d'autres parties du poignet et de la main,plaie de la face palmaire du poignet droit,0.720111,0.5537,,1,1,1,3,1
454,S618,Plaie ouverte d'autres parties du poignet et de la main,plaie ouverte de la face antérieure du poignet gauche,0.620463,0.5663,,1,1,1,3,1
455,S6220,Fracture fermée du premier métacarpien,fracture fermée de la base du premier métacarpien droit,0.927327,0.6016,,1,1,1,3,1
456,S6251,Fracture ouverte du pouce,fracture extra-articulaire du pouce par brochage percutané,0.528453,0.2754,,1,1,1,3,1
457,S6260,Fracture fermée d'un autre doigt,fracture fermée d'un doigt long de la main droite,0.800914,0.4923,,1,1,1,3,1
458,S633,Rupture traumatique de ligament du poignet et du carpe,rupture traumatique du ligament radio-carpien du poignet droit,0.740504,0.4793,,1,1,1,3,1
459,S636,Entorse et foulure de doigt(s),entorse du doigt,0.899676,0.4999,,1,1,1,3,1
460,S640,Lésion traumatique du nerf cubital au niveau du poignet et de la main,lésion traumatique du nerf cubital,0.874217,0.1721,,1,1,1,3,1
461,S640,Lésion traumatique du nerf cubital au niveau du poignet et de la main,lésion traumatique du nerf cubital,0.874217,0.1828,,1,1,1,3,1
462,S641,Lésion traumatique du nerf médian au niveau du poignet et de la main,nerf médian au poignet gauche,0.789721,0.0583,,1,0,0,1,0
463,S642,Lésion traumatique du nerf radial au niveau du poignet et de la main,lésion traumatique du nerf radial,0.872623,0.1585,,1,1,1,3,1
464,S642,Lésion traumatique du nerf radial au niveau du poignet et de la main,lésion traumatique du nerf radial,0.872623,0.0928,,1,1,1,3,1
465,S642,Lésion traumatique du nerf radial au niveau du poignet et de la main,lésion traumatique du nerf radial,0.872623,0.1418,,1,1,1,3,1
466,S643,Lésion traumatique du nerf collatéral du pouce,lésion traumatique du nerf collatéral du pouce droit,0.983141,0.589,,1,1,1,3,1
467,S644,Lésion traumatique du nerf collatéral d'un autre doigt,lésion partielle du nerf collatéral cubital du 4ème doigt,0.576759,0.444,,1,1,1,3,1
468,S644,Lésion traumatique du nerf collatéral d'un autre doigt,section partielle du nerf collatéral ulnaire du 3ème doigt associ,0.69311,0.3757,,1,1,1,3,1
469,S644,Lésion traumatique du nerf collatéral d'un autre doigt,lésion traumatique du nerf collatéral du quatrième doigt de la main droit,0.848331,0.2298,,1,1,1,3,1
470,S644,Lésion traumatique du nerf collatéral d'un autre doigt,nerf collatéral ulnaire du 4ème doigt présent,0.640945,0.2191,,1,0,0,1,0
471,S644,Lésion traumatique du nerf collatéral d'un autre doigt,lésion traumatique du nerf collatéral du même doigt sur,0.910064,0.3932,,1,1,1,3,1
472,S644,Lésion traumatique du nerf collatéral d'un autre doigt,lésion du nerf collatéral digital associ,0.627316,0.353,,1,1,1,3,1
473,S648,Lésion traumatique d'autres nerfs au niveau du poignet et de la main,nerf au niveau de la main et du poignet droit,0.581152,0.2673,,1,0,0,1,0
474,S655,Lésion traumatique de vaisseau(x) sanguin(s) d'un autre doigt,lésion traumatique d'un vaisseau sanguin,0.478665,0.2157,,1,1,1,3,1
475,S661,Lésion traumatique du muscle et du tendon fléchisseurs d'un autre doigt au niveau du poignet et de la main,lésion traumatique des tendons fléchisseurs des doigts,0.76109,0.3608,,1,1,1,3,1
476,S662,Lésion traumatique du muscle et du tendon extenseurs du pouce au niveau du poignet et de la main,lésion traumatique concernait le tendon extenseur du pouce,0.85873,0.313,,1,1,1,3,1
477,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,rupture traumatique récente du tendon extenseur d'un doigt long,0.661627,0.2613,,1,1,1,3,1
478,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,rupture partielle du tendon extenseur du 4ème doigt,0.734824,0.278,,1,1,1,3,1
479,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,lésion traumatique récente du tendon extenseur d'un doigt,0.779102,0.198,,1,1,1,3,1
480,S668,Lésion traumatique d'autres muscles et tendons au niveau du poignet et de la main,lésion traumatique des muscles et tendons de la main droite,0.775322,0.4714,,1,1,1,3,1
481,S698,Autres lésions traumatiques précisées du poignet et de la main,lésion traumatique récente du poignet et de la main droite,0.730072,0.6078,,1,1,1,3,1
482,S8210,Fracture fermée de l'extrémité supérieure du tibia,fracture fermée du plateau tibial proximal droit,0.817863,0.5737,,1,1,1,3,1
483,S832,Déchirure récente d'un ménisque,déchirure en anse de seau du ménisque interne,0.795858,0.553,,1,1,1,3,1
484,S832,Déchirure récente d'un ménisque,déchirure méniscale récente en anse de seau du genou gauche,0.694263,0.6275,,1,1,1,3,1
485,S835,Entorse et foulure des ligaments croisés du genou (antérieur) (postérieur),rupture du ligament croisé antérieur du genou,0.66762,0.4551,,1,1,1,3,1
486,S835,Entorse et foulure des ligaments croisés du genou (antérieur) (postérieur),rupture du ligament croisé antérieur du genou droit,0.649464,0.5492,,1,1,1,3,1
487,S835,Entorse et foulure des ligaments croisés du genou (antérieur) (postérieur),rupture du ligament croisé antérieur du genou droit,0.649464,0.4293,,1,1,1,3,1
488,S862,Lésion traumatique de muscle(s) et de tendon(s) antérieurs au niveau de la jambe,traumatisme des muscles et tendons antérieurs de la jambe droite,0.849324,0.5528,,1,1,1,3,1
489,S862,Lésion traumatique de muscle(s) et de tendon(s) antérieurs au niveau de la jambe,lésion traumatique des muscles et tendons antérieurs de la jambe droite,0.904412,0.6163,,1,1,1,3,1
490,S863,Lésion traumatique de muscle(s) et de tendon(s) péroniers au niveau de la jambe,lésion traumatique des muscles et tendons péroniers de la jambe droite,0.924852,0.4035,,1,1,1,3,1
491,S9200,Fracture fermée du calcanéum,fracture fermée du calcanéus,0.968649,0.2333,,1,1,1,3,1
492,S932,Rupture de ligaments au niveau de la cheville et du pied,rupture partielle du ligament talofibulaire antérieur,0.4576,0.5253,,1,1,1,3,1
493,T842,Complication mécanique d'une prothèse interne de fixation d'autres os,complication mécanique d’un matériel d’ostéosynthèse interne,0.56298,0.1982,,1,1,1,3,1
494,Z302,Stérilisation,stérilisation tubaire programmée,0.519737,0.4757,,1,1,1,3,1
495,Z4580,Ajustement et entretien d'une prothèse interne urinaire,ajustement d'une prothèse urinaire interne,0.947288,0.2909,,1,1,1,3,1
496,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,Plaque d'ostéosynthèse 8 trous (retirée,0.541737,0.1356,,1,1,1,3,1
497,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,ostéotomie correctrice,0.332644,0.1815,,0,0,0,0,0
498,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,Trépan osseux (diamètre 3 mm) pour biopsie,0.188284,0.0779,,0,0,0,0,0
499,Z490,Soins préparatoires en vue d'une dialyse,Cathéter de dialyse péritonéale double cuff en silicone,0.266809,0.1137,,1,1,0,2,1
